id	Alveolata;Dinoflagellata;Syndiniales	Alveolata;Dinoflagellata;Dinophyceae	Alveolata;Ciliophora;Spirotrichea	Stramenopiles;Gyrista;Mediophyceae	Alveolata;Ciliophora;Oligohymenophorea	Rhizaria;Radiolaria;Acantharea	Stramenopiles;Gyrista;MOCH-2	Haptophyta;Haptophyta_X;Prymnesiophyceae	Picozoa;Picozoa_X;Picozoa_XX	Kathablepharidacea;Kathablepharida;Kathablepharidea	Alveolata;Ciliophora;CONThreeP	Alveolata;Ciliophora;Unclassified	Rhizaria;Cercozoa;Filosa-Imbricatea	Opisthokonta;Choanoflagellata;Choanoflagellatea	Stramenopiles;Unclassified;Unclassified	Cryptophyta;Cryptophyta_X;Cryptophyceae	Telonemia;Telonemia_X;Telonemia_XX	Stramenopiles;Gyrista;Bacillariophyceae	Stramenopiles;Bigyra;Sagenista	Stramenopiles;Gyrista;Bolidophyceae	Rhizaria;Radiolaria;RAD-B	Rhizaria;Cercozoa;Filosa-Thecofilosea	Opisthokonta;Unclassified;Unclassified	Stramenopiles;Gyrista;Coscinodiscophyceae	Rhizaria;Cercozoa;Endomyxa	Chlorophyta;Chlorophyta_X;Pyramimonadophyceae	Alveolata;Ciliophora;Phyllopharyngea	Rhizaria;Radiolaria;Polycystinea	Rhizaria;Radiolaria;RAD-A	Alveolata;Ciliophora;Ciliophora_X	Rhizaria;Radiolaria;RAD-C	Rhizaria;Cercozoa;Cercozoa_X	Rhizaria;Cercozoa;Unclassified	Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5	Opisthokonta;Ichthyosporea;Ichthyophonida	Unclassified;Unclassified;Unclassified...37	Alveolata;Ciliophora;Litostomatea	Haptophyta;Haptophyta_X;Rappephyceae	Opisthokonta;Fungi;Ascomycota	Alveolata;Dinoflagellata;Unclassified	Unclassified;Unclassified;Unclassified...42	Stramenopiles;Stramenopiles_X;Stramenopiles_XX	Apusomonada;Apusomonada_X;Apusomonadidae	Centroplasthelida;Centroplasthelida_X;Pterocystida	Opisthokonta;Fungi;Fungi_X	Streptophyta;Streptophyta_X;Embryophyceae	Unclassified;Unclassified;Unclassified...48	Stramenopiles;Gyrista;Chrysophyceae	Unclassified;Unclassified;Unclassified...50	Chlorophyta;Chlorophyta_X;Mamiellophyceae	Rhizaria;Cercozoa;Chlorarachniophyceae	Chlorophyta;Chlorophyta_X;Chlorodendrophyceae	Stramenopiles;Gyrista;Developea	Stramenopiles;Gyrista;Gyrista_X	Stramenopiles;Gyrista;MOCH-3	Opisthokonta;Fungi;Chytridiomycota	Evosea;Evosea_X;Variosea	Opisthokonta;Fungi;Basidiomycota	Opisthokonta;Rotosphaerida;Rotosphaerida_X	Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4	Stramenopiles;Gyrista;MOCH-5	Rhizaria;Radiolaria;Radiolaria_X	Unclassified;Unclassified;Unclassified...64	Alveolata;Ciliophora;CONTH_3	Stramenopiles;Gyrista;Pelagophyceae	Alveolata;Dinoflagellata;Dinophyta_X	Rhizaria;Cercozoa;Phaeodarea	Opisthokonta;Fungi;Unclassified	Stramenopiles;Gyrista;Pirsoniales	Stramenopiles;Stramenopiles_X;Stramenopiles_X-Group-7	Stramenopiles;Gyrista;Hyphochytriomyceta	Chlorophyta;Chlorophyta_X;Chlorophyta_XX	Alveolata;Ciliophora;CONTH_8	Alveolata;Ciliophora;Heterotrichea	Discosea;Discosea_X;Flabellinia	Chlorophyta;Chlorophyta_X;Trebouxiophyceae	Stramenopiles;Gyrista;Dictyochophyceae	Alveolata;Unclassified;Unclassified	Chlorophyta;Chlorophyta_X;Chloropicophyceae	Alveolata;Dinoflagellata;Ellobiophyceae	Opisthokonta;Opisthokonta_X;Opisthokonta_XX	Ancyromonadida;Ancyromonadida_X;Ancyromonadida_XX	Stramenopiles;Gyrista;MOCH-4	Picozoa;Picozoa_X;Picomonadea	Centroplasthelida;Centroplasthelida_X;Centroplasthelida_XX	Stramenopiles;Gyrista;Unclassified	Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3	Alveolata;Ciliophora;Prostomatea_1	Chlorophyta;Chlorophyta_X;Unclassified	Rhizaria;Cercozoa;Filosa-Granofilosea	Alveolata;Ciliophora;Colpodea	Chlorophyta;Chlorophyta_X;Pedinophyceae	Haptophyta;Haptophyta_X;Pavlovophyceae	Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP2	Haptophyta;Haptophyta_X;Haptophyta_XX	Streptophyta;Streptophyta_X;Streptophyta_XX	Tubulinea;Tubulinea_X;Echinamoebida	Haptophyta;Haptophyta_X;Unclassified	Discoba;Discoba_X;Heterolobosea	Chlorophyta;Chlorophyta_X;Ulvophyceae	Chlorophyta;Chlorophyta_X;Chlorophyceae	Tubulinea;Tubulinea_X;Elardia	Centroplasthelida;Centroplasthelida_X;Unclassified	Rhizaria;Cercozoa;Filosa-Sarcomonadea	Streptophyta;Streptophyta_X;Klebsormidiophyceae	Opisthokonta;Fungi;Rozellomycota	Nibbleridia;Nibbleridia_X;Nibbleridea	Nebulidia;Nebulidia_X;Nebulidea	Picozoa;Picozoa_X;Unclassified	Prasinodermophyta;Prasinodermophyta_X;Prasinodermophyceae	Rhizaria;Unclassified;Unclassified	Alveolata;Alveolata_X;Ellobiopsidae	Cryptophyta:nucl;Cryptophyta_X:nucl;Cryptophyceae:nucl	Discosea;Discosea_X;Stygamoebida	Chlorophyta;Chlorophyta_X;Nephroselmidophyceae	Mantamonadidea;Mantamonadidea_X;Mantamonadida	Rhizaria;Cercozoa;Endomyxa-Phytomyxea
DRNA21	0.059442578768368594	0.2087869778186563	0.2435028127740583	6.844773373831576e-4	0.004064084190712498	0.013582597163697033	0.003807405189193814	0.1419434878398323	0.009326003721845522	0.004064084190712498	0.004128253941092169	2.566790015186841e-4	0.001176445423627302	0.012213642488930717	0	0.1380505229834656	0.022202733631366173	4.277983358644735e-4	0.0014972941755256573	8.55596671728947e-5	0.00710145237535026	0	1.4972941755256571e-4	0	0	0.001989262261769802	0.0036790656884344718	0.0022459412632884856	0.0050908001967872344	0	6.416975037967103e-5	0.0023315009304613805	0	0	0	0	0	0.0010694958396611836	4.7057816945092083e-4	2.566790015186841e-4	5.989176702102629e-4	0.015422130007914269	0	0.008235117965391114	0.035956450129409	4.064084190712498e-4	0	0	0	0.01775363093837565	4.064084190712498e-4	0	0	0.0029945883510513146	6.416975037967103e-5	0	0	0	0	0.0012833950075934204	0	0	0	0	0.02147547646039657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0694958396611838e-4	0	0	3.422386686915788e-4	0	0	0	0	0	0	0	2.7806891831190777e-4	0	0	2.7806891831190777e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.058672541763812e-4	0	0	0	0
DRNA23	0.08801409600756371	0.16086853753921526	0.2633224461730199	1.5041471485667627e-4	0.023443207701233402	0.006822381709570674	0	0.01540676436460527	0.01767372899565946	0	0.011141432807598092	0.0022347329064420474	6.3389058403885e-4	0.013107568008938931	0	0.007971979887403842	0.0034380506252954576	0	0.0017082814044436804	0.0011173664532210237	0.01121664016502643	0	0.005543856633288925	0	0	0	0.012806738579225579	0.0011173664532210237	3.115733379174008e-4	0.007252138037732605	0.021122523529158967	3.7603678714169064e-4	3.2231724612144915e-5	0	0	0.02711762430701792	2.578537968971593e-4	0	0.20445657312303925	0.0010421590957926856	0	0.0031264772873780566	0	0.004662856160556964	3.6529287893764237e-4	0.0016867935880355838	0	0.0014289397911384245	2.041342558769178e-4	0	0	0	0	0.0020735742833813227	0	0	0	0.03368215221969143	0	9.562078301602992e-4	0	0	0	0	3.2231724612144915e-5	0	0	0	0	0	3.2231724612144915e-4	0	0	0	0	0	0	0	0	0	0	6.446344922428983e-5	1.1818299024453135e-4	6.661223086509948e-4	0	1.5041471485667627e-4	0	0	1.3967080665262796e-4	0	0	0	0	0	0	0	0.026000257853796897	0	0	0	0	0.014611715157505695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA25	0.023545774359813466	0.15928986337233086	0.5072895361204287	6.708663994109466e-4	0.009997545610733863	0.009293954021107748	2.61801521721345e-4	0.053587498977337805	0.012746461588807986	6.054160189806103e-4	0.0145790722408574	9.981183015626278e-4	0.0024543892661376093	0.010946576126973738	0	0.005825083858299927	0.013302789822465843	1.309007608606725e-4	0.006054160189806103	0	0.0073140800130900765	0	6.217786140881944e-4	6.545038043033625e-5	0	4.2542747279718566e-4	0.0832528839073877	2.4543892661376093e-4	0.01215740816493496	6.054160189806103e-4	3.108893070440972e-4	8.181297553792031e-4	0	0	0	6.708663994109466e-4	5.399656385502741e-4	8.835801358095394e-4	0.0018489732471569991	0	0.01578990427881862	0.01688619815102675	0	4.908778532275219e-4	0.0195042133682402	0	0	0.0011453816575308843	0	2.781641168289291e-4	2.781641168289291e-4	0	0	0.002143499959093512	0	0	1.309007608606725e-4	0	0	2.61801521721345e-4	1.309007608606725e-4	0	0	0	3.599770923668494e-4	0	4.908778532275219e-5	0	0	0	0	0	0	1.799885461834247e-4	0	0	1.1453816575308844e-4	0	0	0	0	0	0	0	0	1.9635114129100875e-4	1.4726335596825657e-4	0	0	0	0	0	0	3.2725190215168124e-4	0	0	0	1.6362595107584062e-4	0	0	0	8.181297553792031e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA27	0.034216580443998085	0.19062021931309922	0.5412642617743574	0.004367577162476206	0.033761137905665005	0.0118531840104635	0	0.02697621188588245	0.012752391073326248	1.634921932477724e-4	0.004344221134869382	0.0014597517254265394	1.4013616564094778e-4	0.003620184279057818	0	0.004204084969228434	0.009949667760507293	4.671205521364926e-5	0.0010626992561105207	0	0.006890028144013266	0	0.0015414978220504257	8.17460966238862e-5	0	1.7517020705118473e-4	0.011456131541147482	9.809531594866345e-4	0.014060328619308428	2.6859431747848326e-4	0.010872230850976865	3.5034041410236944e-5	0	0	0	0.04492531910172718	3.1530637269213253e-4	0	0.006644789854141607	6.072567177774404e-4	0.003807032499912415	0.004262475038245495	0	9.342411042729852e-5	0.006130957246791466	0	0	7.006808282047389e-5	0	0.001074377269913933	2.4523828987165863e-4	0	0	4.6712055213649263e-4	0	0	0	0	0	3.269843864955448e-4	5.839006901706158e-5	9.459191180763975e-4	0	0	5.839006901706158e-4	0	1.7517020705118473e-4	0	0	0	0	0	0	7.240368558115636e-4	0	0	0	0	0	0	0	0	0	0	0	0	7.006808282047389e-5	0	0	0	0	0	0	0	1.518141794443601e-4	7.006808282047389e-5	7.006808282047389e-5	0	0	0	0	0.0010159872008968715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA29	0.004956926870846815	0.038033448912206946	0.17473374103160352	9.102870714409844e-5	0.01931463658857507	0.0023005436896417607	0	0.0016302413915806721	0.0012744019000173782	0	0	0.00116682251884708	1.241300551964979e-4	1.241300551964979e-4	2.4826011039299577e-5	1.9860808831439661e-4	4.385928616942925e-4	0	0	0	0.0019860808831439663	0	5.792735909169901e-4	0	1.3240539220959774e-4	0	2.5653544740609563e-4	0.0017709221208033698	3.6411482857639377e-4	0.003442540197449541	0.004038364462392731	0	0	0	0	0.0029294693026373497	7.199543201396877e-4	0	0.7367284282652411	9.102870714409844e-5	0	2.2343409935369617e-4	0	9.930404415719831e-5	2.8963679545849504e-4	5.213462318252911e-4	0	0	0	0	0	0	0	5.792735909169901e-5	0	0	0	9.102870714409844e-5	0	0	0	0	0	0	0	0	3.227381435108945e-4	2.399847733798959e-4	0	0	0	0	0	4.1376685065499295e-5	0	0	0	0	0	0	0	1.3240539220959774e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.792735909169901e-5	0	0	0	0	4.7169420974669195e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA31	0.0563606137731158	0.21864563870948758	0.21114265958542364	6.767392935430244e-4	0.00158886616744884	0.0026481102790814	8.974151501331411e-4	0.09122739911435424	0.015447309961308166	0.0012799199682226768	0.01006281906050932	3.8250481808953555e-4	0.002412722698718609	0.023847704235505276	0	0.009753872861283156	0.013961425860268047	3.8250481808953555e-4	0.00622305915584129	0	0.0024715695938093067	0	0	0	0	0	0.008974151501331412	0	0.0012063613493593045	6.473158459976755e-4	7.355861886337223e-5	0.007914907389698852	0	0	0	0.017668780250982008	7.355861886337223e-5	0.002044929604401748	0.20945081135156607	0	0.009121268739058155	0.02793756344430877	0	0.010298206640872111	0.015770967884307003	4.707751607255822e-4	0	0.0029570564783075633	0	0.0020890647757197713	2.795227516808144e-4	0	0	0.00741470878142792	0	0	0	0	0	4.119282656348844e-4	7.502979124063967e-4	0	0	0	0.001956659261765701	0	0	0	0	0	0	0	0	0	0	0	5.2962205581628e-4	0	0	0	0	0	2.059641328174422e-4	2.2067585659011667e-4	0	0	7.797213599517455e-4	0	0	0	0	0	0	7.650096361790711e-4	2.5009930413546556e-4	0	0	0	1.3240551395407e-4	0	0	1.9125240904476777e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA33	0.09830364577380855	0.2211791212917762	0.2069421541576189	0.001518392137014482	0.006808274420806871	0.007102156769906448	3.265359434439746e-4	0.13201848193439894	0.03237603879247008	0.0023837123871410146	0.008653202501265327	8.326666557821352e-4	2.1224836323858348e-4	0.007640941076589005	0	0.038139398194256234	0.011543045600744503	8.163398586099365e-5	0.0018939084719750527	0	0.003020457476856765	0	0.0017959476889418604	0	0	8.979738444709302e-4	0.00308576466554556	6.530718868879492e-4	0.010514457378895982	0.0011102222077095136	0.006481738477362896	4.5715032082156444e-4	0	0	0	0.010955280902545347	0	2.9388234909957713e-4	0.0015510457313588793	0.0020245228493526424	9.63281033159725e-4	0.01724109781384186	0	0.0032327058400953485	0.015363516139039005	0.10715276984114026	0	0	0	0.009191986807947885	1.1428758020539111e-4	0	0	0.0022857516041078223	0	0	0	0	0	0.0016653333115642704	0	3.755163349605708e-4	0	0	0.019608483403810675	0	0	0	0	0	0	0	0	0	9.796078303319238e-5	0	0	0	0	0	0	0	2.4490195758298096e-4	0	0	0	0	0	0	0	0	0	0	0	6.204182925435517e-4	6.204182925435517e-4	0	0	0	0	0	4.2449672647716695e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA35	0.14032917993589544	0.30168300198909603	0.22187181152026714	0	0.0487483123602222	0.011779983303960672	0	0.01791217058817467	0.06189901988065424	0.002030320831916231	0.0031640025147120963	0.001339805625122386	0	0.008853023322924074	0.0020509332261488835	0.007183419390079254	0.01689185707365839	6.183718269795628e-5	0.005008811798534458	0	0.01285182780405858	0	0.002432262519452947	0	7.935771779571056e-4	0	6.69902812561193e-4	0.005050036586999763	5.359222500489544e-4	0.012120087808799432	0.03132053303651486	7.626585866081275e-4	2.9887971637345534e-4	0	0	0.044780426470436674	4.019416875367158e-4	0	0.003957579692669202	6.905152067938451e-4	1.1336816827958652e-4	0.00915190303929753	0	0.006111574889981345	0.0020406270290325573	2.885735192571293e-4	2.0612394232652094e-4	0	0	0	0	0	0	0.00349380082243453	0	0	0	5.565346442816065e-4	0	0.0016799101299611455	0	0	0	0	6.183718269795628e-5	5.874532356305846e-4	2.7826732214080325e-4	0.004101866452297767	0	0	0	0	0	0	0	0	2.473487307918251e-4	0	0	0	0	1.8551154809386884e-4	1.958177452101949e-4	0	0	3.1949211060610744e-4	0	0	0	0	0	0	0	0	1.752053509775428e-4	0	3.6071689907141163e-4	0	0	3.091859134897814e-5	0	0.002339506745406013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA37	0.030068851753568097	0.17056946137846948	0.4228824499748978	4.4825360395897584e-4	0.00891128164670444	0.00835544717779531	0	0.03376246145019006	0.011206340098974395	0	0.004231514021372732	0	6.096249013842071e-4	0.007279638528293768	0	0.006472782041167611	0.03266872265653016	7.172057663343613e-5	9.682277845513878e-4	0	0.004070142723947501	0	0	0	0	0	0.009144373520763107	7.172057663343613e-5	0.013178655956393889	0.0013089005235602095	3.227425948504626e-4	3.765330273255397e-4	0	3.586028831671807e-4	0	0.19326902388295203	1.4344115326687227e-4	5.916947572258481e-4	8.606469196012336e-4	1.9723158574194938e-4	0.0045542566162231944	0.007136197375026895	0	1.9723158574194938e-4	0.01981280929498673	3.406727390088216e-4	0	4.841138922756939e-4	0	8.427167754428746e-4	1.075808649501542e-4	0	0	0.0028508929211790864	0	0	0	0	0	5.37904324750771e-5	0	0	0	0	1.613712974252313e-4	0	0	0	0	0	0	0	0	4.1239331564225777e-4	0	0	7.172057663343613e-5	0	0	0	0	0	7.172057663343613e-5	0	0	0	1.9723158574194938e-4	0	0	0	0	0	0	0	0	0	0	0	2.5102201821702646e-4	0	0	5.37904324750771e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA39	0.0333070629738047	0.1810965998648953	0.4351309765067928	0.001125872551227201	0.014598814080912707	0.009269684005103956	3.18997222847707e-4	0.04916310140358778	0.01613750656758988	5.254071905726939e-4	0.013979584177737746	0.0012572243488703746	0.0012009307213090145	0.01092096374690385	0	0.012403362606019664	0.04563536740974255	0	0.003959318471815657	0	0.01086467011934249	0	6.192299031749606e-4	0	0	0	0.05835772723860992	3.75290850409067e-4	0.015856038429783084	0.004428432034826991	4.3158447797042707e-4	0.0010508143811453878	0	7.881107858590408e-4	0	0.009870149365758463	5.441717330931471e-4	4.5034902049088043e-4	0.014655107708474068	0	0.007168055242813181	0.00956991668543121	0	1.6888088268408017e-4	0.02028447046461007	1.3135179764317347e-4	0	6.94288073256774e-4	0	0.0030210913457929898	3.75290850409067e-4	0	0	0.0031336786009157095	0	0	0	0	0	3.18997222847707e-4	9.382271260226676e-5	0	0	0	3.940553929295204e-4	0	0	0	0	0	0	0	0	7.318171582976807e-4	0	0	0	0.0032462658560384297	0	0	0	0	0	0	0	0	4.1281993544997375e-4	0	0	0	9.006980409817609e-4	0	0	0	0	0	0	0	0	0	0	0.0010320498386249344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRNA41	0.009272309175877161	0.04202210518507529	0.4168459313107336	3.090769725292387e-4	0.023180772939692902	0.012400168137873056	0	0.003634745196943847	0.0012733971268204633	0	0.007677471997626289	0	4.945231560467819e-5	0.0011003140222040897	0	3.956185248374255e-4	5.316123927502905e-4	0	2.9671389362806916e-4	3.7089236703508645e-5	0.0028929604628736743	0	6.181539450584774e-5	0	9.890463120935638e-5	0	1.854461835175432e-4	0.0011126771011052592	4.8216007714561236e-4	7.91237049674851e-4	0.004215809905298816	1.607200257152041e-4	0	0	0	0.005687016294537992	5.563385505526296e-4	0	0.08965704819128156	0.011151497168854932	7.417847340701729e-5	2.9671389362806916e-4	0	1.1126771011052593e-4	6.057908661573078e-4	0.3565017431941251	0	0	0	0	0	0	0	2.9671389362806916e-4	0	0	0	0	0	1.7308310461637365e-4	0	0	0	0	9.890463120935638e-4	0	2.348984991222214e-4	0	0	0	0	0	0	0	0	0	0	0	0	4.945231560467819e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9780926241871275e-4	0	0.003189674356501743	0	0	0.0010508617065994115	0	0	0	0	0	0	0	0	0	1.4835694681403458e-4	0	0	0	0	0
DRNA43	0.08352499697373199	0.2633761045878223	0.26964047936085217	1.8157608037767825e-4	0.009668926280111366	0.011076140903038373	9.83537102045757e-4	0.11645079288221764	0.013724125408546181	0.004599927369567849	0.008836702578380342	0	4.690715409756688e-4	0.021577290884880765	0	0.038842149860791673	0.028643626679578742	8.473550417624985e-4	0.003631521607553565	0	0.0013920832828955333	0	9.078804018883913e-5	0	0	4.993342210386152e-4	0.002511802445224549	6.052536012589275e-5	0.014964895291126983	0.0037525723278053506	4.388088609127224e-4	0.0030262680062946375	0	8.019610216680789e-4	0	0.0037374409877738773	1.210507202517855e-4	0.00104406246217165	0.001770366783682363	2.42101440503571e-4	0.001059193802203123	0.022379251906548842	0	0.008700520518097082	0.024709478271395715	3.026268006294637e-4	0	0.0018762861639026753	0	0.006612395593753783	1.210507202517855e-4	0	0	0.007232780535044184	0	0	0	0	0	7.565670015736593e-5	6.203849412904006e-4	0	0	0	0.013209659847476093	0	0	0	0	0	0	0	0	1.210507202517855e-4	0	0	2.42101440503571e-4	0	0	0	0	0	3.3288948069241014e-4	2.42101440503571e-4	0	7.565670015736593e-5	8.170923616995521e-4	0	0	0	0	0	0	1.9670742040915143e-4	3.480208207238833e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9670742040915143e-4	0	0	0	0
DRNA45	0.09174906547690824	0.26774086579042566	0.1526588689255999	7.385747015555287e-4	0.008802604606294465	0.021071988423972024	0.0028337151814783555	0.1478958157482214	0.011711684553237671	0.003481852164476064	0.0069787772820450985	0.0021252863861087666	8.139394670203786e-4	0.02269986735801278	0	0.08677499095622815	0.027568431207042082	7.235017484625587e-4	0.0033763414928252742	0	0.005109731098516822	0	0.0013264198721813579	0	0	7.235017484625587e-4	0.0045068129747980225	3.7682382732424934e-4	0.0033160496804533943	0.002532256119618956	6.02918123718799e-4	0.004476667068612082	0	7.235017484625587e-4	0	0.003602435789219824	0	3.3160496804533946e-4	3.014590618593995e-4	3.7682382732424934e-4	0.0010551067165078983	0.021358374532738453	0	0.009058844808874955	0.021494031110575185	0.0031653201495236948	0	9.043771855781985e-4	0	0.013279271674906548	2.1102134330157964e-4	0	0	0.0039038948510792234	0	0	0	0	0	4.5218859278909924e-4	8.290124201133486e-4	0	0	0	0.026558543349813096	0	0	0	0	0	0	0	0	0.0045821777402628725	0	0	1.9594839020860966e-4	2.562402025804896e-4	0	0	0	0	4.069697335101893e-4	1.5072953092969975e-4	0	1.0551067165078982e-4	7.084287953695889e-4	4.069697335101893e-4	3.014590618593995e-5	0	1.0551067165078982e-4	0	0	1.9594839020860966e-4	5.275533582539491e-4	2.8638610876642953e-4	4.069697335101893e-4	1.205836247437598e-4	0	0	0	6.33064029904739e-4	0	0	0	0	0	0	0	0	0	0	4.3711563969612926e-4	0	1.205836247437598e-4	0	0
DRNA47	0.1400533292310848	0.15757762223418711	0.22330333564084814	0	0.15647514293772274	0.013242571084275569	0	0.022549547470707382	0.017562751583211546	7.435325487782992e-4	0.015614183524344282	0.005935440863523319	2.948491141707048e-4	0.011511934979360563	4.3586390790452016e-4	0.00848652667743507	0.004704766300028203	0	0.0028715739814886036	4.7432248801374254e-4	0.0050508935210112045	0	0.0029869497218162704	0	5.640591749352614e-4	0	2.5639053406148244e-5	0.001256313616901264	0.00569186985616491	0.0011922159833858935	0.022280337409942823	1.153757403276671e-4	0	0	0	0.056021331692433916	0	0	0.06512319565161655	0.030920698407814782	0	0.006704612465707766	0	0.002538266287208676	0.0042817219188267565	0.003974053277952978	1.153757403276671e-4	3.333076942799272e-4	0	0	7.691716021844474e-5	0	0	0.0029228520883009	0	0	0	0	0	9.999230828397815e-4	0	0	0	0	1.0255621362459298e-4	8.973668692151886e-5	2.307514806553342e-4	0.0012947721970104863	0	0	1.153757403276671e-4	0	0	0	0	0	0	5.127810681229649e-5	0	0	0	0	0	1.2819526703074122e-4	0	1.9229290054611182e-4	0	0	0	0	0	0	0	0	8.717278158090403e-4	3.2048816757685307e-4	1.2819526703074122e-4	0	0	0	0	1.4101479373381534e-4	0	0	0	0	0	0	0.0010896597697613005	0	0	2.307514806553342e-4	0	0	0	0	0
DRNA49	0.04273707408767798	0.1450208499881166	0.5271698031674698	0.0075621718557569734	0.011602532247261413	0.00769180908756995	5.833675431583951e-4	0.05356178294406153	0.013806365188082018	0.0010587040598059763	0.0014260095499427435	8.85854417388674e-4	0.002398288788540069	0.021779054944580083	0	0.01570771125467234	0.016485534645550203	6.481861590648835e-4	0.008188751809519694	0	0.004991033424799602	0	2.8088066892811614e-4	3.456992848346045e-4	1.0803102651081391e-4	0	0.008664088326167276	5.401551325540696e-4	0.005725644405073137	8.426420067843485e-4	4.753365166475812e-4	6.697923643670462e-4	4.537303113454184e-4	0	0	0.007000410517900741	5.833675431583951e-4	6.049737484605578e-4	4.96942721949744e-4	0	0.0038026921331806495	0.027850398634487825	0	0.0012747661128276041	0.03519650843722317	0.0045805155240585095	0	0.005812069226281788	0	0.004450878292245533	3.456992848346045e-4	0	0	0.00404036039150444	0	0	0	0	0	1.5124343711513946e-4	0	0	0	0	7.994295961800229e-4	0	0	0	0	0	0	0	0	2.8088066892811614e-4	0	0	0	0	0	2.8088066892811614e-4	3.673054901367673e-4	0	0	0	0	0	3.673054901367673e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.024868742302789e-4
DRNA51	0.05998206401766004	0.13803807947019867	0.49058360927152317	0.01020971302428256	0.007381346578366446	0.009036975717439293	6.898454746136866e-4	0.0543598233995585	0.01634933774834437	9.312913907284768e-4	0.004932395143487859	0	0.002414459161147903	0.02686948123620309	0	0.015900938189845476	0.019005242825607064	3.449227373068433e-4	0.005277317880794702	0	0.005484271523178808	0	0	0	1.0347682119205298e-4	0	0.019902041942604858	9.657836644591612e-4	0.009312913907284769	0.0010347682119205299	1.7246136865342165e-4	9.312913907284768e-4	5.863686534216335e-4	0	0	5.518763796909492e-4	4.828918322295806e-4	8.278145695364238e-4	0	0	0.0021385209713024283	0.03287113686534216	0	0.0011037527593818985	0.04418460264900662	1.379690949227373e-4	0	0.003966611479028698	0	0.004794426048565122	4.4839955849889626e-4	0	0	0.004725441501103753	0	0	0	0	0	1.379690949227373e-4	0	0	0	0	7.933222958057396e-4	0	0	0	0	0	0	0	0	3.1043046357615895e-4	0	0	0	0	0	1.379690949227373e-4	4.139072847682119e-4	0	0	0	0	0	5.173841059602649e-4	0	0	0	0	0	0	0	0	0	3.449227373068433e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1043046357615895e-4
DRNA53	0.044492299167579685	0.13744380218368657	0.4759530016245419	0.0024053295049554827	0.17322150440137518	0.00938204440414573	2.644603120631682e-4	0.025287443172516275	0.005251426196682912	0.0018260354880552093	0.008412356593247447	0.001687508657926883	0.0010200612036722204	0.008135302932990795	0	0.008764970342665004	0.009067210699308626	3.0224035664362084e-4	0.001989749014570504	0	0.00805974284382989	3.0224035664362084e-4	2.5186696386968405e-4	5.667006687067891e-4	1.5112017832181042e-4	6.170740614807259e-4	0.017492160640749557	0.0026823831652121348	0.002317176067601093	3.4002040122407346e-4	0.008878310476406363	2.896470084501366e-4	0	0	0	0.00260682307605123	0	5.163272759328522e-4	0.01815960809500422	0	1.5112017832181042e-4	0.0024682962459229036	0	5.415139723198207e-4	0.004672132179782639	0.004508418653267344	0	3.9039379399801024e-4	0	1.5112017832181042e-4	3.4002040122407346e-4	0	0	0.0012593348193484202	0	0	0	5.541073205133049e-4	0	1.2593348193484202e-4	0	2.644603120631682e-4	0	0	3.1483370483710506e-4	0	3.526137494175576e-4	0	0	0	0	0	0	1.0074678554787362e-4	3.778004458045261e-4	0	0	0	0	4.911405795458839e-4	2.7705366025665244e-4	0	0	0	0	0	2.1408691928923143e-4	0	0	0	1.5112017832181042e-4	0	0	0	1.1334013374135781e-4	0	7.178208470285995e-4	2.1408691928923143e-4	0	0	0	0.0029594368254687873	0	0	0	0	0	0	0	0	0	0	5.037339277393681e-5	0	0	0	1.0074678554787362e-4
