"ASV_ID"	"Taxon"	"Confidence"	"Taxon_Lv1"	"Taxon_Lv2"	"Taxon_Lv3"	"Taxon_Lv4"	"Taxon_Lv5"	"Taxon_Lv45"	"logFC_EPI"	"logCPM_EPI"	"EPI"	"logFC_MES"	"logCPM_MES"	"MES"	"logFC_EEI"	"logCPM_EEI"	"EEI"
"0cf0447b8da9982bf7d93ad2cbd9c8ac"	"Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Choreotrichida_X;Choreotrichida_XX;Choreotrichida_XX_sp.;"	0.999999507	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Ciliophora;Spirotrichea"	0	8.80863078654823	"nonDEG"	-3.52022320151611	8.80863078654823	"nonDEG"	-8.61902310304819	8.80863078654823	"Down"
"a98cba6bf8264e439d15c1480ed9c383"	"Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Pelagostrobilidium;Pelagostrobilidium_sp.;"	0.707381923	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Ciliophora;Spirotrichea"	2.83300680764192	8.01297877672317	"nonDEG"	0	8.01297877672317	"nonDEG"	3.68592422386633	8.01297877672317	"Up"
"50842a97ce56d0130aeebeee39641b42"	"Eukaryota;TSAR;Stramenopiles;Gyrista;Gyrista_X;Gyrista_XX;MAST-1;MAST-1A;MAST-1A_sp.;"	1	"Eukaryota"	"TSAR"	"Stramenopiles"	"Gyrista"	"Gyrista_X"	"Gyrista;Gyrista_X"	0.61272552704434	8.94044948339721	"nonDEG"	4.65763873602167	8.94044948339721	"Up"	6.50609721528004	8.94044948339721	"Up"
"e92906dd3d8004face15f7da544fb998"	"Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina"	0.998737776	"Eukaryota"	"Haptista"	"Haptophyta"	"Haptophyta_X"	"Prymnesiophyceae"	"Haptophyta_X;Prymnesiophyceae"	0.171092602950237	8.69114349378108	"nonDEG"	0	8.69114349378108	"nonDEG"	6.51487429536208	8.69114349378108	"Up"
"003799617342ced878d4edbe11385bfb"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae"	0.999999984	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	-3.30583772594832	8.99616259809651	"nonDEG"	-3.46795156377679	8.99616259809651	"nonDEG"	-5.48990630611401	8.99616259809651	"nonDEG"
"69ebe5766d8abb1d8e47a8e6c85b5bcc"	"Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Calliacantha"	0.802766784	"Eukaryota"	"Obazoa"	"Opisthokonta"	"Choanoflagellata"	"Choanoflagellatea"	"Choanoflagellata;Choanoflagellatea"	3.13154435575879	7.79647122428411	"nonDEG"	0	7.79647122428411	"nonDEG"	3.10544371885133	7.79647122428411	"nonDEG"
"407e9c68a0d738c45fdc2861aeeb7439"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum;Picochlorum_sp.;"	0.975929629	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyta_X"	"Trebouxiophyceae"	"Chlorophyta_X;Trebouxiophyceae"	-2.25033283502233	6.99412061853866	"nonDEG"	-5.50244129817553	6.99412061853866	"nonDEG"	-3.2521084631532	6.99412061853866	"nonDEG"
"8e1924504ad93807807eb8b96b5841ca"	"Eukaryota;TSAR;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX"	0.999995287	"Eukaryota"	"TSAR"	"Stramenopiles"	"Stramenopiles_X"	"Stramenopiles_XX"	"Stramenopiles_X;Stramenopiles_XX"	2.8291873476773	8.37762330612822	"nonDEG"	0	8.37762330612822	"nonDEG"	4.18423479891271	8.37762330612822	"nonDEG"
"85b0dc2cf125489a321c405502123834"	"Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;"	0.991631092	"Eukaryota"	"Haptista"	"Haptophyta"	"Haptophyta_X"	"Prymnesiophyceae"	"Haptophyta_X;Prymnesiophyceae"	-0.730647980116782	7.28087175936686	"nonDEG"	4.28234970716531	7.28087175936686	"nonDEG"	4.48301939714448	7.28087175936686	"nonDEG"
"81cf032b2858d2b77d812bdc46188536"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;"	0.999974784	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dinoflagellata;Syndiniales"	0	10.984290886282	"nonDEG"	-1.46720795867435	10.984290886282	"nonDEG"	-10.7070341215121	10.984290886282	"Down"
"6a9b1b199d6449210b451e7ba739843b"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae"	0.999999958	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	-5.12000348468465	7.14643591476519	"Down"	0	7.14643591476519	"nonDEG"	5.12000348468465	7.14643591476519	"Up"
"eb92ac7ee039ac8ea0425657bcce07b3"	"Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Cladosporium"	0.864665566	"Eukaryota"	"Obazoa"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Fungi;Ascomycota"	8.94050571879936	12.479637824007	"Up"	12.455407758192	12.479637824007	"Up"	0	12.479637824007	"nonDEG"
"9b74d00bd5054accb8bfe8a44b049427"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae"	0.89358171	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	-2.61055258326342	10.0958784300384	"nonDEG"	0	10.0958784300384	"nonDEG"	8.98959280542861	10.0958784300384	"Up"
"afb49b982b28b3dbb4be6b9b96baf8df"	"Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_3;Acantharea_3a;Acantharea_3a_X;Acantharea_3a_X_sp.;"	0.999999993	"Eukaryota"	"TSAR"	"Rhizaria"	"Radiolaria"	"Acantharea"	"Radiolaria;Acantharea"	3.81951687876597	7.64710100645063	"nonDEG"	-2.47482811137728	7.64710100645063	"nonDEG"	-6.57749070020983	7.64710100645063	"Down"
"9fa410b3289b4f65c3c748a12c0e76e7"	"Eukaryota;TSAR;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;Discotrichidae;NASSO_1;NASSO_1_sp.;"	0.875892281	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"CONThreeP"	"Ciliophora;CONThreeP"	-2.00377809427345	7.72910999586114	"nonDEG"	0	7.72910999586114	"nonDEG"	5.94014255152338	7.72910999586114	"Up"
"d54a34db13f9bf04a4f4c3b2293557ad"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae"	0.999999999	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	0	7.5870043882169	"nonDEG"	-0.206315929848529	7.5870043882169	"nonDEG"	-6.15801500102668	7.5870043882169	"Down"
"4eb265bf3cd49a78050f99390c778c8b"	"Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina"	0.993716695	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Ciliophora;Spirotrichea"	2.24868645286442	8.31968047224212	"nonDEG"	0	8.31968047224212	"nonDEG"	4.60675318731203	8.31968047224212	"Up"
"9aa9652ea96c7d294865d654e351df10"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales"	0.850683981	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	3.38813022533374	9.45883692500554	"nonDEG"	0	9.45883692500554	"nonDEG"	4.99219536785069	9.45883692500554	"nonDEG"
"b0d6768dad0bd18be6151bd6b3675d20"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;"	0.833956458	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	-0.151295941501803	11.6688834103884	"nonDEG"	8.0837093611939	11.6688834103884	"Up"	9.82534706914853	11.6688834103884	"Up"
"21f246507c2a69abb231a1b14c59f024"	"Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;"	0.999926362	"Eukaryota"	"TSAR"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia_X;Telonemia_XX"	-2.7938514159992	9.35626358409642	"nonDEG"	-1.21996203575201	9.35626358409642	"nonDEG"	-6.0626883785693	9.35626358409642	"Down"
"1b92ae24f145fec5363f9be394108e19"	"Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;"	0.999999999	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Ciliophora;Oligohymenophorea"	0.340029443820657	7.80663229850197	"nonDEG"	0	7.80663229850197	"nonDEG"	5.21247383768815	7.80663229850197	"nonDEG"
"c9dea826b003548573fd63e245cc15d0"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;Warnowia_sp.;"	0.950119053	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	-5.58813103624283	7.36539295355628	"Down"	0	7.36539295355628	"nonDEG"	5.58813103624283	7.36539295355628	"Up"
"f3a9fd98978badad8a750929e89d4a03"	"Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_sp.;"	0.713849676	"Eukaryota"	"TSAR"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinoflagellata;Dinophyceae"	0	10.14328357063	"nonDEG"	-2.08309242649985	10.14328357063	"nonDEG"	-9.95724694742824	10.14328357063	"Down"
"d1dc76935160cb39e2fd1636d6358288"	"Eukaryota"	0.996975329	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	8.56058754013845	13.8671135001857	"nonDEG"	5.1038886927724	13.8671135001857	"nonDEG"	4.51783327349147	13.8671135001857	"nonDEG"
"57428b867d03697b9f9482f2e8471814"	"Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_H;Stephanoecidae_Group_H_X;Stephanoecidae_Group_H_X_sp.;"	0.999941679	"Eukaryota"	"Obazoa"	"Opisthokonta"	"Choanoflagellata"	"Choanoflagellatea"	"Choanoflagellata;Choanoflagellatea"	-0.428433219581315	9.21818233903798	"nonDEG"	0	9.21818233903798	"nonDEG"	7.43158244456383	9.21818233903798	"Up"
"55829f45f74c60065ce158b7107ba2ff"	"Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;"	0.999662694	"Eukaryota"	"TSAR"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Cercozoa;Filosa-Imbricatea"	1.93164660572904	7.78490081988216	"nonDEG"	0	7.78490081988216	"nonDEG"	4.09592810467095	7.78490081988216	"nonDEG"
"d1da679fa7b31384356f1ea4a63fc209"	"Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;"	0.944028353	"Eukaryota"	"Haptista"	"Haptophyta"	"Haptophyta_X"	"Prymnesiophyceae"	"Haptophyta_X;Prymnesiophyceae"	-1.16686971140928	7.46862461936375	"nonDEG"	0	7.46862461936375	"nonDEG"	5.28763353231041	7.46862461936375	"Up"
"0d1e9ddda2670e11b2d268b13919d392"	"Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Choreotrichida_X;Choreotrichida_XX;Choreotrichida_XX_sp.;"	0.999935108	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Ciliophora;Spirotrichea"	7.69211094077889	8.76056933046092	"Up"	0	8.76056933046092	"nonDEG"	0	8.76056933046092	"nonDEG"
"8e2f40d0e0c48b503ec96c2170528fe5"	"Eukaryota;Obazoa;Opisthokonta;Opisthokonta_X;Opisthokonta_XX;Opisthokonta_XXX;Opisthokonta_XXXX;Opisthokonta_XXXXX;Opisthokonta_XXXXX_sp.;"	0.947476977	"Eukaryota"	"Obazoa"	"Opisthokonta"	"Opisthokonta_X"	"Opisthokonta_XX"	"Opisthokonta_X;Opisthokonta_XX"	1.61445713436115	7.15845747619852	"nonDEG"	4.49418139638958	7.15845747619852	"nonDEG"	2.73427527225263	7.15845747619852	"nonDEG"
"ca5b6d3c363cb1b28910c74cbc8e5160"	"Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Tintinnidae;Tintinnidae_X;Tintinnidae_X_sp.;"	0.972860033	"Eukaryota"	"TSAR"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Ciliophora;Spirotrichea"	0	7.98912171602863	"nonDEG"	-2.30219547522075	7.98912171602863	"nonDEG"	-7.4014462189909	7.98912171602863	"Down"
