Feature ID	Taxon	Confidence	Taxon_Lv1	Taxon_Lv2	Taxon_Lv3	Taxon_Lv4	Taxon_Lv5	Taxon_Lv45
997d333798aee177f89ce4f969036b3a	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.991832348	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
5bfb7f2413b69cc13a2936468bb8340d	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.999980109	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
bad76342c58979a9bc42bdb5a581f64b	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.999788727	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
a10223f046784e47b24c4716e4b5a7fc	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.999570906	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
0b01fc5a054a88396ec5d369d0260c87	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.999976664	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
37390c48ba4c62959027d59be70a2db4	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.999917884	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
6b4a7c2590f2640c5d071eecf1a12501	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;	0.999197371	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
910d8ee1e10ff70bd35749a413671710	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Raphidista;Raphidiophryidae;Raphidiophrys	0.76938298	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
97d4af93f0ec0e5021386a345641525b	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Raphidista;Raphidiophryidae;Raphidiophrys	0.769084338	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
7cec3d91543f51893b4c973c9b611d99	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Raphidista;Raphidiophryidae;Raphidiophrys	0.733282781	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Centroplasthelida_X;Pterocystida
bbe10e6be9f52b5f8c831281e8ee16ef	Eukaryota;Haptista;Haptophyta;Haptophyta_X	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Unclassified	Haptophyta_X;Unclassified
73fa848160d369d26a6c37611163ce9b	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP2;Haptophyta_Clade_HAP2_X;Haptophyta_Clade_HAP2_XX;Haptophyta_Clade_HAP2_XXX;Haptophyta_Clade_HAP2_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP2	Haptophyta_X;Haptophyta_Clade_HAP2
459f250342e1cb3c1168dd7b748add79	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP2;Haptophyta_Clade_HAP2_X;Haptophyta_Clade_HAP2_XX;Haptophyta_Clade_HAP2_XXX;Haptophyta_Clade_HAP2_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP2	Haptophyta_X;Haptophyta_Clade_HAP2
ff118af38db7654113e6302734654c2b	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP3	Haptophyta_X;Haptophyta_Clade_HAP3
b98cb6780c0815794c49addbf4c00c4f	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP3	Haptophyta_X;Haptophyta_Clade_HAP3
c361aeb76761d7c971a8a4fcac728e99	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP3	Haptophyta_X;Haptophyta_Clade_HAP3
53c8fe21b79a00279ae1e8af5962bd0f	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP3	Haptophyta_X;Haptophyta_Clade_HAP3
17d291571b1f217ff37042046edf56be	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP3	Haptophyta_X;Haptophyta_Clade_HAP3
bb856efeb5b0685491fd009ba3333603	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;	0.999988231	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP3	Haptophyta_X;Haptophyta_Clade_HAP3
0ccb9c89dfda573a2bbf5a34f202725c	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999999	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
6a2373b6471002f8eef297d8b0e9f27f	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999811	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
fc8d07a1a67bf0e5c731948454e7ba99	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999999	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
adf12515ca8c7edfe48fc4f8c2115b22	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.998999449	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
48c432bf0e074296ff09582ec3fd25f9	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999876	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
301164d03216b5b1c446640f23749b5e	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999932	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
85e50b49a610116bd436b8f5a5ea9cc7	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999951	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
7d6797970f5935e2a9b96b2d3bb30cc1	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
5e1be4fdb355f6f99d1b3191d34a71a2	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999287	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
dcfd7eb541861751d4e0287cd43cb95c	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
1e512c7dd4a91328eef80f37feb21ba2	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999993	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
5b1c140cdfec049e8107111b4e3a00f4	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999923	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
d92b1721033940506032b80b2dc52d05	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999979	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
d1602cdac554130386309d59537633a7	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.99999985	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
eec48a82c5d46867fe6c7c9f79f91209	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999867	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
4301343a0b4f491d30a5c0dcec2bfcde	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.99999999	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
85a941b0a85e857048c9a99d66610397	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
c9fa0a1423adb3c5b17cdf5a0e87eefa	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999824	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
40f94a6926ad693436d38bced56dca8b	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
5a8a8b93bc9df1cafb33fc0a3c2cf8d6	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
6182c42426c7bc73429b8221a4511608	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
574999bb2c3791b84b7e1c3a0f3fd881	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999949	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
f14c3c7574403123bc55352dfa0301b3	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
1833cc554c57f5c5c9123e6dbd15da41	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999139244	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
5686482e0c0a4d4009650d7e18f68b30	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999997577	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
95fe89df4c03b866f7c0662844668a3f	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
28d5d5a5a493579d16d344551e1dcfaa	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999734	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
02e4b10b0eec28d0f257f9cadd3df6a3	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	1	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
c3770a78780dc147fa70c102a9850ef3	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999999885	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
7d8e78ecb76e2a9e8689d95735cd37f7	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP4;Haptophyta_Clade_HAP4_X;Haptophyta_Clade_HAP4_XX;Haptophyta_Clade_HAP4_XXX;Haptophyta_Clade_HAP4_XXX_sp.;	0.999979674	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP4	Haptophyta_X;Haptophyta_Clade_HAP4
f0ab3150fed5d8708cfc46bedd85ae2d	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.764620034	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
fff03cda7af211f57e995de4ffa0a678	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.894106294	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
9ebece62f487d992813588e07b8eb2bb	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.886575514	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
2b9204090721a4f9796544131bb59f9a	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.899393989	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
61632522228eaa01af2d3c4201dd34e4	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.886607808	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
2a78a108fa9ed68cc64b4a2115caf834	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.888258328	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
5c98f8650c755dab61f182af0685f3b8	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.847947802	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
0f4c0426e88aa21da5f735a62d87f602	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.899795476	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
7e4ef8a4d543b10e9fd4cd3a0df4d34d	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.875713181	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
258332fce1a1e2d77d2be4f5044e9d3b	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.898242311	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
e190f6896b1c3346fd61fb018d96a166	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;	0.954347622	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_Clade_HAP5	Haptophyta_X;Haptophyta_Clade_HAP5
42b4d7d665d89f85f07e530d58da0a1f	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXXX;Haptophyta_XXXXX_sp.;	0.999961571	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_X;Haptophyta_XX
391db4980bf18e9b8213ca7ba1ceec42	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXXX;Haptophyta_XXXXX_sp.;	0.998944517	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_X;Haptophyta_XX
5ce1dbe42936aacdd39a3d29caf960a5	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXXX;Haptophyta_XXXXX_sp.;	0.99909684	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_X;Haptophyta_XX
f5a5b5952000cd8a80f92b6adae21576	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXXX;Haptophyta_XXXXX_sp.;	0.999324538	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_X;Haptophyta_XX
2ee94bfba9250f129c42c36eac777c99	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXXX;Haptophyta_XXXXX_sp.;	0.999434696	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_X;Haptophyta_XX
a655b5622edddbc5f8a218553a188716	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXXX;Haptophyta_XXXXX_sp.;	0.99993675	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_X;Haptophyta_XX
9c7b121b72d02a5fd181be5a167f2531	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Pavlovophyceae;Pavlovales;Pavlovaceae;Exanthemachrysis;Exanthemachrysis_fresneliae;	0.713671014	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Pavlovophyceae	Haptophyta_X;Pavlovophyceae
