"ASV_ID"	"Taxon"	"Confidence"	"Taxon_Lv1"	"Taxon_Lv2"	"Taxon_Lv3"	"Taxon_Lv4"	"Taxon_Lv5"	"Taxon_Lv45"	"Ave_EPI_CA"	"Max_EPI_CA"	"Ave_MES_CA"	"Max_MES_CA"	"Ave_EPI_CF"	"Max_EPI_CF"	"Ave_MES_CF"	"Max_MES_CF"	"MPI"	"Levin_EPI"	"Levin_MES"	"logFC_EPI"	"logCPM_EPI"	"EPI"	"logFC_MES"	"logCPM_MES"	"MES"	"logFC_EEI"	"logCPM_EEI"	"EEI"
"251ee734b99e5453092f227a348da3fc"	"Eukaryota"	0.996868308	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.0200942885848984	0.0734214390602056	0	0	0.000772857253265322	0.00386428626632661	1	NA	0.0223717409587889	NA	NA	NA	NA	NA	NA	NA	NA	NA
"845ca598045cfc0730bfc1f0d2331996"	"Eukaryota"	0.996291587	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0	0	0.0069557152793879	0.0347785763969395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"c4978dce4a363951b6bcb6a8b5680cb3"	"Eukaryota"	0.999383592	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.00154571450653064	0.0154571450653064	0	0	0	0	0.00386428626632661	0.019321431331633	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5ae5ba018cd29dd1bf6a8129691a0054"	"Eukaryota"	0.996969795	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0	0	0.00154571450653064	0.00772857253265322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7e9c6289985ec1dec0bba9fc6ea1b343"	"Eukaryota"	0.996578302	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0.00541000077285725	0.0541000077285725	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"c670a47935692d726880bbfbfc8c8d5f"	"Eukaryota"	0.992430217	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0	0	0.00541000077285725	0.0154571450653064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"10bd74a893128c5734dccb977cc42b08"	"Eukaryota"	0.998500175	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0	0	0.00618285802612257	0.0231857175979597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5787c85b41663ad75c6ef7e8038accde"	"Eukaryota"	0.998357674	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0.00386428626632661	0.0231857175979597	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"fb14da55f50a8f3a06767e55204049f1"	"Eukaryota"	0.998311116	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0	0	0.00309142901306129	0.0154571450653064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"bf0d8a9552692e17e083dc0b56809d81"	"Eukaryota"	0.996416623	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0.00270500038642863	0.0270500038642863	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"412f8d39775d2b76bba6c26278a02026"	"Eukaryota"	0.995398368	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0	0	0	0	0.00463714351959193	0.0154571450653064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"15743d41c1c4d39f57f9452c410b7445"	"Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Flabellinia_X;LKM74-lineage;LKM74-lineage_X;LKM74-lineage_X_sp.;"	0.999785646	"Eukaryota"	"Amoebozoa"	"Discosea"	"Discosea_X"	"Flabellinia"	"Discosea_X;Flabellinia"	0	0	0	0	0	0	0.00772857253265322	0.0386428626632661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"e7dd993446e626cde020ae972b33e709"	"Eukaryota;Amoebozoa;Discosea;Discosea_X;Stygamoebida;Stygamoebidae;Vermistella-lineage;Vermistella"	0.99999906	"Eukaryota"	"Amoebozoa"	"Discosea"	"Discosea_X"	"Stygamoebida"	"Discosea_X;Stygamoebida"	0	0	0	0	0	0	0.00231857175979597	0.0115928587989798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36b3070c8459563020c28a6dd734cc47"	"Eukaryota;Amoebozoa;Evosea;Evosea_X;Variosea;Variosea_X;Mariager-Fjord-lineage;Mariager-Fjord-lineage_X;Mariager-Fjord-lineage_X_sp.;"	0.998201984	"Eukaryota"	"Amoebozoa"	"Evosea"	"Evosea_X"	"Variosea"	"Evosea_X;Variosea"	0	0	0	0	0.00154571450653064	0.0154571450653064	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"041d9195fb13d2bcafdf70793428c843"	"Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Echinamoebida;Echinamoebida_X;Echinamoebidae;Echinamoeba;Echinamoeba_sp.;"	0.967292651	"Eukaryota"	"Amoebozoa"	"Tubulinea"	"Tubulinea_X"	"Echinamoebida"	"Tubulinea_X;Echinamoebida"	0	0	0	0	0.00386428626632661	0.0347785763969395	0.0262771466110209	0.108200015457145	NA	NA	NA	3.255088248	7.691679155	"nonDEG"	7.088504995	7.691679155	"Up"	0	7.691679155	"nonDEG"
"b1ca40128df4b6c994a62b19907c56a2"	"Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;Vermamoebidae"	0.99796494	"Eukaryota"	"Amoebozoa"	"Tubulinea"	"Tubulinea_X"	"Elardia"	"Tubulinea_X;Elardia"	0	0	0.000772857253265322	0.00386428626632661	0.0208671458381637	0.119792874256125	0.0857871551124507	0.285957183708169	1	NA	NA	6.071256348	9.240163843	"Up"	7.766785903	9.240163843	"Up"	-1.163316899	9.240163843	"nonDEG"
"c16930b9f522498eea59c56a464e93e5"	"Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;Vermamoebidae"	0.99982256	"Eukaryota"	"Amoebozoa"	"Tubulinea"	"Tubulinea_X"	"Elardia"	"Tubulinea_X;Elardia"	0	0	0	0	0.0019321431331633	0.019321431331633	0.0401885771697967	0.19321431331633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"eca8b3c2341214f27524919bdd77a672"	"Eukaryota;Archaeplastida"	0.999134073	"Eukaryota"	"Archaeplastida"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.00463714351959193	0.0231857175979597	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
